ticker,intervalo,tipo_padrao,data_inicio,data_fim,duracao_em_velas,intervalo_em_minutos,data_cabeca,preco_cabeca,idx_inicio,idx_fim
LINK-USD,4h,OCO,2025-01-20 08:00:00,2025-01-24 12:00:00,25,240,2025-01-21 20:00:00,26.62,3441,3466
LINK-USD,4h,OCO,2024-12-03 08:00:00,2024-12-05 12:00:00,13,240,2024-12-04 16:00:00,25.21,3153,3166
LINK-USD,4h,OCO,2024-11-24 04:00:00,2024-11-27 20:00:00,22,240,2024-11-25 12:00:00,18.65,3098,3120
LINK-USD,4h,OCO,2024-11-10 12:00:00,2024-11-13 12:00:00,18,240,2024-11-12 00:00:00,14.83,3016,3034
LINK-USD,4h,OCO,2024-09-25 12:00:00,2024-10-01 08:00:00,35,240,2024-09-28 20:00:00,12.93,2740,2775
LINK-USD,4h,OCOI,2024-09-02 00:00:00,2024-09-11 12:00:00,57,240,2024-09-06 20:00:00,9.55,2599,2656
LINK-USD,4h,OCO,2024-08-12 12:00:00,2024-08-18 16:00:00,37,240,2024-08-14 08:00:00,10.62,2476,2513
LINK-USD,4h,OCOI,2024-08-01 16:00:00,2024-08-07 20:00:00,37,240,2024-08-05 08:00:00,8.78,2411,2448
LINK-USD,4h,OCOI,2024-02-21 16:00:00,2024-02-26 08:00:00,28,240,2024-02-23 12:00:00,17.91,1439,1467
LINK-USD,4h,OCO,2024-01-08 20:00:00,2024-01-14 12:00:00,34,240,2024-01-11 12:00:00,15.16,1176,1210
LINK-USD,4h,OCOI,2024-01-03 16:00:00,2024-01-09 16:00:00,36,240,2024-01-08 00:00:00,12.99,1145,1181
LINK-USD,4h,OCO,2023-12-12 04:00:00,2023-12-19 00:00:00,41,240,2023-12-14 20:00:00,15.36,1010,1051
LINK-USD,4h,OCOI,2023-11-09 04:00:00,2023-11-11 08:00:00,13,240,2023-11-10 04:00:00,14.39,812,825
LINK-USD,4h,OCO,2023-07-18 00:00:00,2023-07-27 12:00:00,57,240,2023-07-21 00:00:00,8.32,127,184
LTC-USD,1d,OCO,2024-11-24 00:00:00,2024-12-13 00:00:00,19,1440,2024-12-06 00:00:00,135.76,2707,2726
LTC-USD,1d,OCOI,2024-10-26 00:00:00,2024-11-13 00:00:00,18,1440,2024-11-05 00:00:00,65.47,2678,2696
LTC-USD,1d,OCO,2024-10-06 00:00:00,2024-10-30 00:00:00,24,1440,2024-10-20 00:00:00,74.59,2658,2682
LTC-USD,1d,OCOI,2024-01-18 00:00:00,2024-02-14 00:00:00,27,1440,2024-01-24 00:00:00,65.79,2396,2423
LTC-USD,1d,OCO,2022-10-05 00:00:00,2022-11-11 00:00:00,37,1440,2022-11-06 00:00:00,68.90,1926,1963
LTC-USD,1d,OCO,2022-09-05 00:00:00,2022-09-24 00:00:00,19,1440,2022-09-11 00:00:00,62.84,1896,1915
LTC-USD,1d,OCO,2022-06-15 00:00:00,2022-07-10 00:00:00,25,1440,2022-06-26 00:00:00,57.92,1814,1839
LTC-USD,1d,OCO,2021-12-16 00:00:00,2022-01-02 00:00:00,17,1440,2021-12-24 00:00:00,162.44,1633,1650
LTC-USD,1d,OCO,2021-08-28 00:00:00,2021-09-16 00:00:00,19,1440,2021-09-06 00:00:00,225.43,1523,1542
LTC-USD,1d,OCOI,2021-07-02 00:00:00,2021-08-03 00:00:00,32,1440,2021-07-20 00:00:00,110.28,1466,1498
LTC-USD,1d,OCO,2020-04-18 00:00:00,2020-05-19 00:00:00,31,1440,2020-05-03 00:00:00,48.86,1026,1057
LTC-USD,1d,OCO,2019-07-25 00:00:00,2019-08-12 00:00:00,18,1440,2019-08-01 00:00:00,98.84,758,776
LTC-USD,1d,OCOI,2018-11-25 00:00:00,2018-12-27 00:00:00,32,1440,2018-12-14 00:00:00,23.57,516,548
LTC-USD,1d,OCOI,2018-06-29 00:00:00,2018-07-23 00:00:00,24,1440,2018-07-14 00:00:00,76.83,367,391
LTC-USD,1d,OCOI,2018-02-19 00:00:00,2018-03-01 00:00:00,10,1440,2018-02-23 00:00:00,202.31,237,247
LTC-USD,1h,OCO,2025-05-28 12:00:00,2025-05-30 19:00:00,55,60,2025-05-29 10:00:00,97.61,16832,16887
LTC-USD,1h,OCO,2025-05-13 07:00:00,2025-05-15 00:00:00,41,60,2025-05-14 07:00:00,104.44,16467,16508
LTC-USD,1h,OCO,2025-05-12 13:00:00,2025-05-13 07:00:00,18,60,2025-05-13 00:00:00,103.23,16449,16467
LTC-USD,1h,OCOI,2025-04-29 15:00:00,2025-05-01 23:00:00,56,60,2025-04-30 14:00:00,82.54,16139,16195
LTC-USD,1h,OCO,2025-04-27 14:00:00,2025-04-29 07:00:00,41,60,2025-04-28 08:00:00,87.37,16090,16131
LTC-USD,1h,OCOI,2025-04-02 23:00:00,2025-04-04 11:00:00,36,60,2025-04-03 13:00:00,81.24,15499,15535
LTC-USD,1h,OCOI,2025-02-27 20:00:00,2025-03-01 01:00:00,29,60,2025-02-28 07:00:00,116.35,14680,14709
LTC-USD,1h,OCOI,2025-02-26 13:00:00,2025-02-27 04:00:00,15,60,2025-02-26 19:00:00,121.81,14649,14664
LTC-USD,1h,OCO,2025-02-15 15:00:00,2025-02-17 01:00:00,34,60,2025-02-16 05:00:00,136.05,14387,14421
LTC-USD,1h,OCOI,2025-02-05 23:00:00,2025-02-07 21:00:00,46,60,2025-02-06 19:00:00,100.30,14155,14201
LTC-USD,1h,OCO,2025-02-03 11:00:00,2025-02-04 15:00:00,28,60,2025-02-03 22:00:00,108.03,14095,14123
LTC-USD,1h,OCO,2025-01-30 23:00:00,2025-02-01 06:00:00,31,60,2025-01-31 11:00:00,132.59,14011,14042
LTC-USD,1h,OCOI,2025-01-22 14:00:00,2025-01-23 19:00:00,29,60,2025-01-23 11:00:00,111.94,13810,13839
LTC-USD,1h,OCOI,2025-01-20 18:00:00,2025-01-21 15:00:00,21,60,2025-01-21 06:00:00,114.83,13766,13787
LTC-USD,1h,OCO,2025-01-09 16:00:00,2025-01-12 02:00:00,58,60,2025-01-10 20:00:00,106.01,13500,13558
LTC-USD,1h,OCOI,2025-01-08 07:00:00,2025-01-09 14:00:00,31,60,2025-01-08 18:00:00,100.32,13467,13498
LTC-USD,1h,OCO,2024-12-28 22:00:00,2024-12-30 20:00:00,46,60,2024-12-30 12:00:00,102.15,13219,13265
LTC-USD,1h,OCOI,2024-12-14 21:00:00,2024-12-15 22:00:00,25,60,2024-12-15 08:00:00,115.88,12882,12907
LTC-USD,1h,OCOI,2024-12-03 10:00:00,2024-12-04 03:00:00,17,60,2024-12-03 14:00:00,125.51,12607,12624
LTC-USD,1h,OCO,2024-11-26 17:00:00,2024-11-29 02:00:00,57,60,2024-11-28 01:00:00,97.95,12446,12503
LTC-USD,1h,OCOI,2024-11-10 21:00:00,2024-11-12 05:00:00,32,60,2024-11-11 06:00:00,75.21,12066,12098
LTC-USD,1h,OCOI,2024-05-22 13:00:00,2024-05-24 16:00:00,51,60,2024-05-23 20:00:00,83.54,7930,7981
LTC-USD,1h,OCOI,2024-03-27 09:00:00,2024-03-28 20:00:00,35,60,2024-03-27 19:00:00,93.70,6582,6617
LTC-USD,1h,OCOI,2024-03-17 00:00:00,2024-03-18 01:00:00,25,60,2024-03-17 07:00:00,82.97,6333,6358
LTC-USD,1h,OCOI,2024-03-15 05:00:00,2024-03-15 21:00:00,16,60,2024-03-15 09:00:00,86.92,6290,6306
LTC-USD,1h,OCO,2024-03-02 04:00:00,2024-03-03 13:00:00,33,60,2024-03-03 00:00:00,93.80,5977,6010
LTC-USD,1wk,OCO,2022-12-05 00:00:00,2023-03-27 00:00:00,16,10080,2023-02-20 00:00:00,96.41,283,299
LTC-USD,1wk,OCO,2019-11-11 00:00:00,2020-04-27 00:00:00,24,10080,2020-02-17 00:00:00,77.34,123,147
LTC-USD,4h,OCO,2025-03-24 16:00:00,2025-03-27 08:00:00,16,240,2025-03-26 08:00:00,96.00,3820,3836
LTC-USD,4h,OCOI,2025-02-14 20:00:00,2025-02-20 16:00:00,35,240,2025-02-17 20:00:00,121.63,3593,3628
LTC-USD,4h,OCO,2025-02-07 12:00:00,2025-02-13 00:00:00,33,240,2025-02-11 08:00:00,128.63,3549,3582
LTC-USD,4h,OCOI,2025-01-31 20:00:00,2025-02-04 08:00:00,21,240,2025-02-03 04:00:00,96.33,3509,3530
LTC-USD,4h,OCO,2025-01-30 12:00:00,2025-02-01 00:00:00,9,240,2025-01-31 12:00:00,131.52,3501,3510
LTC-USD,4h,OCOI,2024-12-03 04:00:00,2024-12-04 16:00:00,9,240,2024-12-03 16:00:00,127.27,3151,3160
LTC-USD,4h,OCOI,2024-11-24 16:00:00,2024-11-28 12:00:00,23,240,2024-11-26 16:00:00,90.49,3100,3123
LTC-USD,4h,OCOI,2024-03-30 16:00:00,2024-04-03 20:00:00,25,240,2024-04-02 04:00:00,97.41,1666,1691
LTC-USD,4h,OCOI,2023-10-25 08:00:00,2023-11-01 12:00:00,43,240,2023-10-27 20:00:00,66.79,723,766
MATIC-USD,1d,OCO,2024-11-24 00:00:00,2024-12-12 00:00:00,18,1440,2024-12-07 00:00:00,0.71,2036,2054
MATIC-USD,1d,OCOI,2024-06-29 00:00:00,2024-07-19 00:00:00,20,1440,2024-07-05 00:00:00,0.48,1888,1908
MATIC-USD,1d,OCO,2023-03-14 00:00:00,2023-04-01 00:00:00,18,1440,2023-03-18 00:00:00,1.20,1415,1433
MATIC-USD,1d,OCOI,2021-05-29 00:00:00,2021-06-19 00:00:00,21,1440,2021-06-12 00:00:00,1.30,761,782
MATIC-USD,1h,OCOI,2025-01-09 14:00:00,2025-01-10 16:00:00,26,60,2025-01-09 21:00:00,0.45,13498,13524
MATIC-USD,1h,OCOI,2024-12-03 07:00:00,2024-12-05 02:00:00,43,60,2024-12-03 14:00:00,0.68,12604,12647
MATIC-USD,1h,OCO,2024-11-26 17:00:00,2024-11-29 02:00:00,57,60,2024-11-27 23:00:00,0.58,12446,12503
MATIC-USD,1h,OCO,2024-04-14 23:00:00,2024-04-15 22:00:00,23,60,2024-04-15 10:00:00,0.75,7028,7051
MATIC-USD,1h,OCO,2024-03-27 02:00:00,2024-03-28 08:00:00,30,60,2024-03-27 13:00:00,1.06,6575,6605
MATIC-USD,1h,OCOI,2024-03-22 14:00:00,2024-03-23 04:00:00,14,60,2024-03-22 22:00:00,0.96,6467,6481
MATIC-USD,1h,OCOI,2024-03-10 16:00:00,2024-03-11 14:00:00,22,60,2024-03-11 01:00:00,1.19,6181,6203
MATIC-USD,1h,OCOI,2024-02-29 18:00:00,2024-03-01 16:00:00,22,60,2024-02-29 23:00:00,1.00,5943,5965
MATIC-USD,1h,OCO,2024-02-08 21:00:00,2024-02-11 06:00:00,57,60,2024-02-10 04:00:00,0.86,5442,5499
MATIC-USD,1h,OCO,2023-12-27 01:00:00,2023-12-28 11:00:00,34,60,2023-12-27 13:00:00,1.07,4390,4424
MATIC-USD,1h,OCO,2023-12-24 03:00:00,2023-12-25 06:00:00,27,60,2023-12-24 19:00:00,0.88,4320,4347
MATIC-USD,1h,OCO,2023-12-22 05:00:00,2023-12-24 03:00:00,46,60,2023-12-22 23:00:00,0.87,4274,4320
MATIC-USD,1h,OCO,2023-11-01 13:00:00,2023-11-03 07:00:00,42,60,2023-11-02 03:00:00,0.68,3065,3107
MATIC-USD,1h,OCO,2023-10-25 15:00:00,2023-10-26 23:00:00,32,60,2023-10-26 08:00:00,0.65,2899,2931
MATIC-USD,1h,OCO,2023-07-17 04:00:00,2023-07-17 22:00:00,18,60,2023-07-17 14:00:00,0.78,489,507
MATIC-USD,4h,OCO,2025-02-27 08:00:00,2025-03-06 08:00:00,42,240,2025-03-02 20:00:00,0.30,3668,3710
MATIC-USD,4h,OCO,2024-12-22 12:00:00,2024-12-27 12:00:00,30,240,2024-12-24 16:00:00,0.53,3267,3297
MATIC-USD,4h,OCOI,2024-12-15 04:00:00,2024-12-21 20:00:00,40,240,2024-12-20 12:00:00,0.44,3223,3263
MATIC-USD,4h,OCO,2024-11-08 20:00:00,2024-11-13 16:00:00,29,240,2024-11-12 04:00:00,0.42,3005,3034
MATIC-USD,4h,OCOI,2024-07-23 04:00:00,2024-07-30 20:00:00,46,240,2024-07-25 20:00:00,0.49,2353,2399
MATIC-USD,4h,OCO,2023-12-26 00:00:00,2023-12-31 16:00:00,34,240,2023-12-27 12:00:00,1.06,1092,1126
MATIC-USD,4h,OCOI,2023-07-14 20:00:00,2023-07-21 08:00:00,39,240,2023-07-18 20:00:00,0.74,108,147
MATIC-USD,4h,OCOI,2023-07-05 16:00:00,2023-07-10 04:00:00,27,240,2023-07-07 08:00:00,0.67,53,80
MATIC-USD,4h,OCO,2023-06-30 08:00:00,2023-07-06 08:00:00,36,240,2023-07-04 00:00:00,0.72,21,57
SHIB-USD,1d,OCOI,2025-03-31 00:00:00,2025-04-17 00:00:00,17,1440,2025-04-07 00:00:00,0.00,1445,1462
SHIB-USD,1d,OCO,2024-08-13 00:00:00,2024-09-10 00:00:00,28,1440,2024-08-24 00:00:00,0.00,1215,1243
SHIB-USD,1d,OCO,2023-02-11 00:00:00,2023-02-27 00:00:00,16,1440,2023-02-15 00:00:00,0.00,666,682
SHIB-USD,1d,OCOI,2022-09-21 00:00:00,2022-10-31 00:00:00,40,1440,2022-10-18 00:00:00,0.00,523,563
SHIB-USD,1h,OCOI,2025-05-18 20:00:00,2025-05-20 13:00:00,41,60,2025-05-19 12:00:00,0.00,16506,16547
SHIB-USD,1h,OCOI,2025-04-02 23:00:00,2025-04-04 11:00:00,36,60,2025-04-03 12:00:00,0.00,15405,15441
SHIB-USD,1h,OCO,2025-01-11 10:00:00,2025-01-12 17:00:00,31,60,2025-01-11 22:00:00,0.00,13448,13479
SHIB-USD,1h,OCOI,2025-01-04 16:00:00,2025-01-06 09:00:00,41,60,2025-01-05 17:00:00,0.00,13286,13327
SHIB-USD,1h,OCO,2024-12-04 01:00:00,2024-12-04 15:00:00,14,60,2024-12-04 08:00:00,0.00,12528,12542
SHIB-USD,1h,OCOI,2024-11-22 07:00:00,2024-11-22 19:00:00,12,60,2024-11-22 14:00:00,0.00,12246,12258
SHIB-USD,1h,OCO,2024-11-17 16:00:00,2024-11-18 16:00:00,24,60,2024-11-18 08:00:00,0.00,12135,12159
SHIB-USD,1h,OCO,2024-11-06 12:00:00,2024-11-08 00:00:00,36,60,2024-11-07 02:00:00,0.00,11867,11903
SHIB-USD,1h,OCO,2024-10-29 11:00:00,2024-10-30 01:00:00,14,60,2024-10-29 17:00:00,0.00,11674,11688
SHIB-USD,1h,OCOI,2024-07-18 12:00:00,2024-07-19 09:00:00,21,60,2024-07-18 19:00:00,0.00,9203,9224
SHIB-USD,1h,OCO,2024-07-15 07:00:00,2024-07-16 16:00:00,33,60,2024-07-16 03:00:00,0.00,9126,9159
SHIB-USD,1h,OCO,2024-07-06 00:00:00,2024-07-07 17:00:00,41,60,2024-07-06 23:00:00,0.00,8903,8944
SHIB-USD,1h,OCOI,2024-05-27 11:00:00,2024-05-28 14:00:00,27,60,2024-05-28 08:00:00,0.00,7954,7981
SHIB-USD,1h,OCOI,2024-05-21 02:00:00,2024-05-22 05:00:00,27,60,2024-05-21 20:00:00,0.00,7801,7828
SHIB-USD,1h,OCO,2024-05-09 06:00:00,2024-05-11 18:00:00,60,60,2024-05-09 23:00:00,0.00,7517,7577
SHIB-USD,1h,OCOI,2024-05-08 12:00:00,2024-05-09 11:00:00,23,60,2024-05-08 22:00:00,0.00,7499,7522
SHIB-USD,1h,OCOI,2024-05-01 20:00:00,2024-05-03 00:00:00,28,60,2024-05-02 06:00:00,0.00,7340,7368
SHIB-USD,1h,OCO,2024-04-23 09:00:00,2024-04-24 05:00:00,20,60,2024-04-23 16:00:00,0.00,7137,7157
SHIB-USD,1h,OCO,2024-04-14 23:00:00,2024-04-15 23:00:00,24,60,2024-04-15 07:00:00,0.00,6935,6959
SHIB-USD,1h,OCOI,2024-04-10 03:00:00,2024-04-11 05:00:00,26,60,2024-04-10 13:00:00,0.00,6819,6845
SHIB-USD,1h,OCOI,2024-03-30 08:00:00,2024-03-31 14:00:00,30,60,2024-03-30 22:00:00,0.00,6560,6590
SHIB-USD,1h,OCOI,2024-03-27 08:00:00,2024-03-28 03:00:00,19,60,2024-03-27 19:00:00,0.00,6488,6507
SHIB-USD,1h,OCO,2024-03-15 19:00:00,2024-03-16 16:00:00,21,60,2024-03-16 00:00:00,0.00,6211,6232
SHIB-USD,1wk,OCOI,2021-06-14 00:00:00,2021-09-06 00:00:00,12,10080,2021-07-26 00:00:00,0.00,9,21
SHIB-USD,4h,OCOI,2025-03-26 20:00:00,2025-04-02 08:00:00,39,240,2025-03-31 08:00:00,0.00,3810,3849
SHIB-USD,4h,OCO,2025-03-13 00:00:00,2025-03-21 00:00:00,48,240,2025-03-17 04:00:00,0.00,3727,3775
SHIB-USD,4h,OCOI,2025-01-23 20:00:00,2025-01-29 00:00:00,31,240,2025-01-27 08:00:00,0.00,3438,3469
SHIB-USD,4h,OCOI,2024-12-22 04:00:00,2024-12-23 12:00:00,8,240,2024-12-22 20:00:00,0.00,3242,3250
SHIB-USD,4h,OCOI,2024-10-01 20:00:00,2024-10-06 04:00:00,26,240,2024-10-03 16:00:00,0.00,2754,2780
SHIB-USD,4h,OCO,2023-12-22 20:00:00,2023-12-25 20:00:00,18,240,2023-12-24 00:00:00,0.00,1050,1068
SHIB-USD,4h,OCO,2023-12-14 08:00:00,2023-12-19 04:00:00,29,240,2023-12-17 00:00:00,0.00,999,1028
SHIB-USD,4h,OCO,2023-07-31 12:00:00,2023-08-09 08:00:00,53,240,2023-08-05 20:00:00,0.00,184,237
SOL-USD,1d,OCOI,2025-05-20 00:00:00,2025-06-14 00:00:00,25,1440,2025-06-06 00:00:00,146.23,1865,1890
SOL-USD,1d,OCOI,2024-06-15 00:00:00,2024-06-29 00:00:00,14,1440,2024-06-24 00:00:00,130.42,1526,1540
SOL-USD,1d,OCOI,2024-03-20 00:00:00,2024-03-28 00:00:00,8,1440,2024-03-23 00:00:00,173.63,1439,1447
SOL-USD,1d,OCO,2023-01-29 00:00:00,2023-03-14 00:00:00,44,1440,2023-02-21 00:00:00,25.56,1023,1067
SOL-USD,1d,OCOI,2022-10-02 00:00:00,2022-11-03 00:00:00,32,1440,2022-10-22 00:00:00,28.06,904,936
SOL-USD,1d,OCO,2022-07-08 00:00:00,2022-07-31 00:00:00,23,1440,2022-07-19 00:00:00,44.32,818,841
SOL-USD,1d,OCOI,2021-05-20 00:00:00,2021-05-30 00:00:00,10,1440,2021-05-24 00:00:00,27.99,404,414
SOL-USD,1d,OCO,2021-05-09 00:00:00,2021-05-21 00:00:00,12,1440,2021-05-18 00:00:00,51.39,393,405
SOL-USD,1h,OCOI,2025-06-21 22:00:00,2025-06-23 16:00:00,42,60,2025-06-22 16:00:00,129.11,17424,17466
SOL-USD,1h,OCOI,2025-05-05 15:00:00,2025-05-07 06:00:00,39,60,2025-05-06 14:00:00,142.37,16289,16328
SOL-USD,1h,OCOI,2025-04-08 09:00:00,2025-04-09 12:00:00,27,60,2025-04-09 03:00:00,103.48,15635,15662
SOL-USD,1h,OCO,2025-02-10 00:00:00,2025-02-11 06:00:00,30,60,2025-02-10 14:00:00,206.80,14258,14288
SOL-USD,1h,OCOI,2025-02-06 19:00:00,2025-02-07 07:00:00,12,60,2025-02-07 00:00:00,189.99,14181,14193
SOL-USD,1h,OCOI,2025-01-12 22:00:00,2025-01-14 17:00:00,43,60,2025-01-13 12:00:00,175.36,13584,13627
SOL-USD,1h,OCOI,2025-01-10 16:00:00,2025-01-12 09:00:00,41,60,2025-01-11 10:00:00,185.02,13530,13571
SOL-USD,1h,OCOI,2025-01-09 14:00:00,2025-01-10 16:00:00,26,60,2025-01-09 21:00:00,185.21,13504,13530
SOL-USD,1h,OCO,2024-12-24 16:00:00,2024-12-25 19:00:00,27,60,2024-12-25 03:00:00,200.66,13123,13150
SOL-USD,1h,OCO,2024-12-17 13:00:00,2024-12-18 11:00:00,22,60,2024-12-17 18:00:00,227.49,12952,12974
SOL-USD,1h,OCOI,2024-12-16 12:00:00,2024-12-17 15:00:00,27,60,2024-12-17 01:00:00,213.76,12927,12954
SOL-USD,1h,OCOI,2024-11-14 15:00:00,2024-11-15 16:00:00,25,60,2024-11-15 05:00:00,207.20,12162,12187
SOL-USD,1h,OCOI,2024-11-04 08:00:00,2024-11-05 20:00:00,36,60,2024-11-04 21:00:00,156.70,11915,11951
SOL-USD,1h,OCOI,2024-11-03 03:00:00,2024-11-04 08:00:00,29,60,2024-11-03 15:00:00,159.58,11886,11915
SOL-USD,1h,OCO,2024-10-22 06:00:00,2024-10-23 14:00:00,32,60,2024-10-22 15:00:00,169.06,11601,11633
SOL-USD,1h,OCO,2024-07-25 15:00:00,2024-07-27 22:00:00,55,60,2024-07-27 13:00:00,186.91,9474,9529
SOL-USD,1h,OCO,2024-07-23 15:00:00,2024-07-25 15:00:00,48,60,2024-07-24 17:00:00,180.73,9426,9474
SOL-USD,1h,OCO,2024-07-09 21:00:00,2024-07-11 12:00:00,39,60,2024-07-10 07:00:00,144.59,9096,9135
SOL-USD,1h,OCO,2024-06-18 09:00:00,2024-06-20 11:00:00,50,60,2024-06-19 06:00:00,140.90,8580,8630
SOL-USD,1h,OCO,2024-04-16 08:00:00,2024-04-17 19:00:00,35,60,2024-04-17 05:00:00,141.01,7067,7102
SOL-USD,1h,OCO,2024-04-07 14:00:00,2024-04-09 18:00:00,52,60,2024-04-08 09:00:00,183.36,6857,6909
SOL-USD,1h,OCO,2024-03-28 15:00:00,2024-03-29 14:00:00,23,60,2024-03-28 23:00:00,189.69,6618,6641
SOL-USD,1h,OCO,2024-03-25 17:00:00,2024-03-26 22:00:00,29,60,2024-03-26 10:00:00,195.53,6548,6577
SOL-USD,1h,OCOI,2024-03-23 21:00:00,2024-03-24 17:00:00,20,60,2024-03-24 04:00:00,172.43,6504,6524
SOL-USD,1h,OCO,2024-03-20 14:00:00,2024-03-22 06:00:00,40,60,2024-03-21 00:00:00,192.56,6425,6465
SOL-USD,1h,OCOI,2024-03-19 23:00:00,2024-03-20 16:00:00,17,60,2024-03-20 05:00:00,167.02,6410,6427
SOL-USD,1h,OCO,2024-03-03 04:00:00,2024-03-05 00:00:00,44,60,2024-03-04 09:00:00,133.22,6007,6051
SOL-USD,1h,OCO,2024-01-04 05:00:00,2024-01-06 00:00:00,43,60,2024-01-04 21:00:00,106.17,4592,4635
SOL-USD,1h,OCO,2023-12-25 07:00:00,2023-12-26 13:00:00,30,60,2023-12-25 18:00:00,123.12,4354,4384
SOL-USD,1h,OCO,2023-12-24 04:00:00,2023-12-25 07:00:00,27,60,2023-12-24 19:00:00,115.93,4327,4354
SOL-USD,1wk,OCO,2021-10-04 00:00:00,2021-12-20 00:00:00,11,10080,2021-11-08 00:00:00,244.12,77,88
SOL-USD,4h,OCO,2025-06-14 00:00:00,2025-06-20 08:00:00,38,240,2025-06-16 16:00:00,157.07,4309,4347
SOL-USD,4h,OCO,2025-05-09 20:00:00,2025-05-12 04:00:00,14,240,2025-05-11 00:00:00,176.77,4098,4112
SOL-USD,4h,OCO,2025-04-23 12:00:00,2025-04-28 08:00:00,29,240,2025-04-25 08:00:00,154.68,4000,4029
SOL-USD,4h,OCOI,2025-03-10 00:00:00,2025-03-12 04:00:00,13,240,2025-03-10 20:00:00,119.18,3733,3746
SOL-USD,4h,OCOI,2025-02-05 20:00:00,2025-02-08 00:00:00,13,240,2025-02-06 20:00:00,189.99,3540,3553
SOL-USD,4h,OCOI,2025-01-31 04:00:00,2025-02-04 08:00:00,25,240,2025-02-03 04:00:00,198.78,3506,3531
SOL-USD,4h,OCOI,2025-01-20 00:00:00,2025-01-23 08:00:00,20,240,2025-01-21 04:00:00,236.74,3439,3459
SOL-USD,4h,OCO,2024-09-08 08:00:00,2024-09-12 20:00:00,27,240,2024-09-10 20:00:00,136.16,2637,2664
SOL-USD,4h,OCO,2024-09-01 16:00:00,2024-09-04 16:00:00,18,240,2024-09-03 00:00:00,135.29,2597,2615
SOL-USD,4h,OCO,2024-07-18 08:00:00,2024-07-24 16:00:00,38,240,2024-07-22 00:00:00,182.77,2325,2363
SOL-USD,4h,OCO,2024-07-16 00:00:00,2024-07-18 08:00:00,14,240,2024-07-16 16:00:00,161.61,2311,2325
SOL-USD,4h,OCO,2024-05-27 16:00:00,2024-05-30 16:00:00,18,240,2024-05-29 04:00:00,171.31,2015,2033
SOL-USD,4h,OCOI,2024-05-24 08:00:00,2024-05-28 04:00:00,23,240,2024-05-26 16:00:00,162.65,1995,2018
SOL-USD,4h,OCOI,2024-04-01 16:00:00,2024-04-04 04:00:00,15,240,2024-04-02 12:00:00,178.51,1679,1694
SOL-USD,4h,OCO,2024-02-29 16:00:00,2024-03-04 12:00:00,23,240,2024-03-01 08:00:00,133.52,1487,1510
SOL-USD,4h,OCOI,2024-02-05 00:00:00,2024-02-07 08:00:00,14,240,2024-02-06 12:00:00,94.85,1339,1353
TRX-USD,1d,OCO,2025-01-18 00:00:00,2025-01-31 00:00:00,13,1440,2025-01-25 00:00:00,0.25,2626,2639
TRX-USD,1d,OCOI,2023-03-16 00:00:00,2023-04-13 00:00:00,28,1440,2023-03-23 00:00:00,0.06,1952,1980
TRX-USD,1d,OCO,2022-12-01 00:00:00,2022-12-22 00:00:00,21,1440,2022-12-15 00:00:00,0.06,1847,1868
TRX-USD,1d,OCOI,2022-01-11 00:00:00,2022-02-12 00:00:00,32,1440,2022-01-25 00:00:00,0.06,1523,1555
TRX-USD,1d,OCO,2021-05-01 00:00:00,2021-05-14 00:00:00,13,1440,2021-05-07 00:00:00,0.15,1268,1281
TRX-USD,1d,OCO,2020-01-18 00:00:00,2020-03-06 00:00:00,48,1440,2020-02-14 00:00:00,0.03,799,847
TRX-USD,1d,OCO,2019-10-09 00:00:00,2019-11-29 00:00:00,51,1440,2019-10-29 00:00:00,0.02,698,749
TRX-USD,1d,OCOI,2019-05-31 00:00:00,2019-06-28 00:00:00,28,1440,2019-06-10 00:00:00,0.03,567,595
TRX-USD,1d,OCO,2018-09-22 00:00:00,2018-10-16 00:00:00,24,1440,2018-10-08 00:00:00,0.03,316,340
TRX-USD,1d,OCO,2018-05-14 00:00:00,2018-06-03 00:00:00,20,1440,2018-05-21 00:00:00,0.08,185,205
TRX-USD,1h,OCOI,2025-06-12 11:00:00,2025-06-13 16:00:00,29,60,2025-06-13 01:00:00,0.27,17197,17226
TRX-USD,1h,OCOI,2025-05-12 19:00:00,2025-05-14 09:00:00,38,60,2025-05-13 06:00:00,0.26,16461,16499
TRX-USD,1h,OCO,2025-05-10 09:00:00,2025-05-12 03:00:00,42,60,2025-05-11 04:00:00,0.27,16403,16445
TRX-USD,1h,OCOI,2025-03-11 15:00:00,2025-03-13 21:00:00,54,60,2025-03-12 15:00:00,0.22,14969,15023
TRX-USD,1h,OCOI,2025-01-19 12:00:00,2025-01-21 01:00:00,37,60,2025-01-20 01:00:00,0.22,13742,13779
TRX-USD,1h,OCO,2025-01-16 20:00:00,2025-01-18 15:00:00,43,60,2025-01-18 03:00:00,0.25,13678,13721
TRX-USD,1wk,OCOI,2018-09-10 00:00:00,2019-03-04 00:00:00,25,10080,2018-12-10 00:00:00,0.01,43,68
TRX-USD,4h,OCOI,2025-04-28 00:00:00,2025-05-02 00:00:00,24,240,2025-04-30 04:00:00,0.24,4027,4051
TRX-USD,4h,OCOI,2025-03-22 12:00:00,2025-03-28 08:00:00,35,240,2025-03-25 04:00:00,0.23,3808,3843
TRX-USD,4h,OCO,2025-03-06 04:00:00,2025-03-10 12:00:00,26,240,2025-03-08 04:00:00,0.25,3710,3736
